orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
2628,Evan Minnotte,Standard Class,113.94,3,0.0,34.182,Corporate,South,Georgia,Appliances                                        ,Office Supplies,4,2016-09-18,2016-09-22
2629,Rob Dowd,Standard Class,121.536,4,0.2,15.192,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,5,2016-07-23,2016-07-28
2630,Rob Dowd,Standard Class,265.86,7,0.0,79.758,Corporate,West,California,Appliances                                        ,Office Supplies,5,2014-09-11,2014-09-16
2631,Adam Hart,Standard Class,227.88,6,0.0,68.364,Home Office,East,New Hampshire,Appliances                                        ,Office Supplies,6,2016-08-06,2016-08-12
2632,Adam Hart,Second Class,30.384,1,0.2,3.798,Home Office,Central,Texas,Appliances                                        ,Office Supplies,4,2016-09-04,2016-09-08
2633,Chuck Magee,Second Class,8.26,2,0.0,3.7996,Corporate,West,California,Art                                               ,Office Supplies,2,2015-08-27,2015-08-29
2634,Chuck Magee,Standard Class,3.304,1,0.2,1.0738,Consumer,South,North Carolina,Art                                               ,Office Supplies,5,2016-11-23,2016-11-28
2635,Sonia Sunley,First Class,12.39,3,0.0,5.6994,Consumer,West,California,Art                                               ,Office Supplies,2,2016-04-27,2016-04-29
2636,Joseph Holt,Standard Class,20.65,5,0.0,9.499,Corporate,West,Washington,Art                                               ,Office Supplies,5,2013-03-07,2013-03-12
2637,Brendan Dodson,Second Class,9.912,3,0.2,3.2214,Home Office,Central,Texas,Art                                               ,Office Supplies,5,2016-09-17,2016-09-22
2638,Quincy Jones,Standard Class,12.39,3,0.0,5.6994,Consumer,West,California,Art                                               ,Office Supplies,6,2015-10-22,2015-10-28
2639,Max Ludwig,Standard Class,16.52,4,0.0,7.5992,Home Office,East,New York,Art                                               ,Office Supplies,4,2014-08-22,2014-08-26
2640,Max Ludwig,Standard Class,47.82,3,0.0,14.346,Consumer,East,New York,Art                                               ,Office Supplies,4,2014-05-28,2014-06-01
2641,Bart Pistole,Standard Class,38.256,3,0.2,4.782,Consumer,West,Oregon,Art                                               ,Office Supplies,5,2013-09-17,2013-09-22
2642,Michelle Moray,Standard Class,8.76,5,0.2,0.7665,Consumer,South,North Carolina,Art                                               ,Office Supplies,5,2016-11-27,2016-12-02
2643,Carlos Daly,Standard Class,6.57,3,0.0,1.7739,Consumer,West,California,Art                                               ,Office Supplies,5,2016-09-02,2016-09-07
2644,Helen Wasserman,Standard Class,1.752,1,0.2,0.1533,Consumer,South,North Carolina,Art                                               ,Office Supplies,5,2016-04-11,2016-04-16
2645,Ann Steele,Standard Class,12.264,7,0.2,1.0731,Consumer,South,Tennessee,Art                                               ,Office Supplies,4,2016-12-23,2016-12-27
2646,Ann Steele,Standard Class,11.2,7,0.0,4.816,Corporate,East,New York,Art                                               ,Office Supplies,5,2015-12-13,2015-12-18
2647,Ed Braxton,Standard Class,3.2,2,0.0,1.376,Consumer,East,New York,Art                                               ,Office Supplies,6,2016-12-18,2016-12-24
2648,Fred McMath,Standard Class,8.0,5,0.0,3.44,Home Office,East,New York,Art                                               ,Office Supplies,4,2015-05-10,2015-05-14
2649,Fred McMath,First Class,46.64,4,0.0,12.5928,Consumer,Central,Wisconsin,Art                                               ,Office Supplies,2,2013-12-01,2013-12-03
2650,Fred McMath,Second Class,18.656,2,0.2,1.6324,Consumer,East,Ohio,Art                                               ,Office Supplies,2,2015-03-25,2015-03-27
2651,Fred McMath,Second Class,9.328,1,0.2,0.8162,Corporate,West,Oregon,Art                                               ,Office Supplies,2,2013-06-25,2013-06-27
2652,Frank Merwin,Standard Class,9.328,1,0.2,0.8162,Corporate,Central,Texas,Art                                               ,Office Supplies,4,2015-12-10,2015-12-14
2653,Linda Cazamias,Standard Class,140.75,5,0.0,42.225,Home Office,South,Georgia,Art                                               ,Office Supplies,4,2014-06-28,2014-07-02
2654,Linda Cazamias,Standard Class,197.05,7,0.0,59.115,Corporate,South,Alabama,Art                                               ,Office Supplies,6,2015-08-06,2015-08-12
2655,Odella Nelson,Second Class,67.56,3,0.2,8.445,Home Office,South,Tennessee,Art                                               ,Office Supplies,2,2015-09-11,2015-09-13
2657,Michelle Moray,Standard Class,63.488,4,0.2,4.7616,Consumer,Central,Texas,Art                                               ,Office Supplies,6,2016-03-06,2016-03-12
2658,Michelle Moray,Standard Class,47.616,3,0.2,3.5712,Consumer,South,Florida,Art                                               ,Office Supplies,6,2016-01-01,2016-01-07
2659,Cindy Chapman,Second Class,39.68,2,0.0,10.3168,Corporate,West,California,Art                                               ,Office Supplies,4,2015-01-28,2015-02-01
2660,Cindy Chapman,Second Class,59.52,3,0.0,15.4752,Consumer,East,New York,Art                                               ,Office Supplies,2,2015-04-02,2015-04-04
2661,Cynthia Arntzen,Standard Class,59.52,3,0.0,15.4752,Corporate,West,California,Art                                               ,Office Supplies,5,2014-04-26,2014-05-01
2662,Cynthia Arntzen,Second Class,47.616,3,0.2,3.5712,Corporate,Central,Texas,Art                                               ,Office Supplies,2,2015-07-09,2015-07-11
2663,Cynthia Arntzen,Second Class,59.52,3,0.0,15.4752,Consumer,East,New York,Art                                               ,Office Supplies,3,2013-03-05,2013-03-08
2664,Cynthia Delaney,Standard Class,39.68,2,0.0,10.3168,Consumer,East,Massachusetts,Art                                               ,Office Supplies,6,2015-03-18,2015-03-24
2665,Ivan Liston,Standard Class,14.28,4,0.0,3.7128,Home Office,South,Georgia,Art                                               ,Office Supplies,4,2016-09-24,2016-09-28
2667,Eric Murdock,Standard Class,10.71,3,0.0,2.7846,Consumer,East,New York,Art                                               ,Office Supplies,6,2014-04-17,2014-04-23
2668,Brendan Murry,Standard Class,10.71,3,0.0,2.7846,Consumer,East,Maryland,Art                                               ,Office Supplies,7,2016-02-14,2016-02-21
2670,Max Engle,First Class,12.84,3,0.0,3.4668,Home Office,West,California,Art                                               ,Office Supplies,1,2016-02-20,2016-02-21
2671,Max Engle,Standard Class,10.272,3,0.2,0.8988,Corporate,South,North Carolina,Art                                               ,Office Supplies,4,2013-11-01,2013-11-05
2672,Barry Gonzalez,Second Class,6.848,2,0.2,0.5992,Corporate,East,Pennsylvania,Art                                               ,Office Supplies,3,2014-09-24,2014-09-27
2673,Valerie Takahito,Second Class,3.424,1,0.2,0.2996,Home Office,East,Ohio,Art                                               ,Office Supplies,2,2014-06-13,2014-06-15
2674,Valerie Takahito,Standard Class,6.848,2,0.2,0.5992,Corporate,West,Colorado,Art                                               ,Office Supplies,4,2014-12-18,2014-12-22
2675,Valerie Takahito,Second Class,10.272,3,0.2,0.8988,Consumer,Central,Texas,Art                                               ,Office Supplies,5,2016-10-23,2016-10-28
2677,Randy Ferguson,Standard Class,10.75,5,0.0,3.5475,Consumer,West,California,Art                                               ,Office Supplies,5,2013-04-18,2013-04-23
2678,Filia McAdams,Standard Class,5.16,3,0.2,0.8385,Consumer,South,Tennessee,Art                                               ,Office Supplies,5,2014-07-09,2014-07-14
2679,Amy Hunt,Standard Class,4.3,2,0.0,1.419,Home Office,South,Arkansas,Art                                               ,Office Supplies,4,2016-11-04,2016-11-08
2680,Darren Powers,Standard Class,3.44,2,0.2,0.559,Consumer,Central,Texas,Art                                               ,Office Supplies,5,2014-10-08,2014-10-13
2681,Darren Powers,Standard Class,9.24,1,0.2,0.924,Consumer,West,Arizona,Art                                               ,Office Supplies,4,2013-07-23,2013-07-27
2682,Sibella Parks,First Class,57.75,5,0.0,16.17,Consumer,East,New York,Art                                               ,Office Supplies,1,2013-09-02,2013-09-03
2683,Sibella Parks,Standard Class,23.1,2,0.0,6.468,Corporate,East,New York,Art                                               ,Office Supplies,4,2016-09-02,2016-09-06
2684,Cassandra Brandow,Standard Class,34.65,3,0.0,9.702,Corporate,West,California,Art                                               ,Office Supplies,6,2014-04-30,2014-05-06
2685,Dean Katz,First Class,34.65,3,0.0,9.702,Consumer,East,New Jersey,Art                                               ,Office Supplies,3,2015-11-28,2015-12-01
2686,Helen Andreada,Standard Class,46.2,4,0.0,12.936,Home Office,South,Virginia,Art                                               ,Office Supplies,4,2014-10-05,2014-10-09
2687,Nathan Gelder,Standard Class,57.75,5,0.0,16.17,Consumer,Central,Wisconsin,Art                                               ,Office Supplies,5,2014-04-25,2014-04-30
2688,Alice McCarthy,Standard Class,13.392,3,0.2,3.1806,Consumer,Central,Illinois,Art                                               ,Office Supplies,5,2013-05-26,2013-05-31
2689,Alice McCarthy,Standard Class,11.16,2,0.0,4.3524,Home Office,East,New York,Art                                               ,Office Supplies,4,2014-04-04,2014-04-08
2690,Mark Cousins,Standard Class,17.856,4,0.2,4.2408,Consumer,Central,Texas,Art                                               ,Office Supplies,6,2015-11-27,2015-12-03
2691,Jason Gross,Standard Class,5.58,1,0.0,2.1762,Consumer,East,New Jersey,Art                                               ,Office Supplies,4,2013-07-02,2013-07-06
2692,Jason Gross,Second Class,11.16,2,0.0,4.3524,Consumer,South,Arkansas,Art                                               ,Office Supplies,3,2015-05-02,2015-05-05
2693,Bill Overfelt,Second Class,22.32,5,0.2,5.301,Consumer,East,Pennsylvania,Art                                               ,Office Supplies,4,2013-05-10,2013-05-14
2694,Clytie Kelty,Standard Class,13.392,3,0.2,3.1806,Corporate,East,Pennsylvania,Art                                               ,Office Supplies,5,2016-12-04,2016-12-09
2696,Frank Hawley,Second Class,18.24,3,0.0,5.2896,Corporate,West,Washington,Art                                               ,Office Supplies,2,2016-12-10,2016-12-12
2697,Alan Haines,Standard Class,6.08,2,0.0,2.0672,Consumer,East,New York,Art                                               ,Office Supplies,7,2014-09-10,2014-09-17
2698,Alan Haines,Second Class,24.32,8,0.0,8.2688,Consumer,Central,Indiana,Art                                               ,Office Supplies,2,2014-09-15,2014-09-17
2700,Amy Cox,Standard Class,12.16,5,0.2,2.128,Corporate,Central,Texas,Art                                               ,Office Supplies,7,2016-12-02,2016-12-09
2701,Carol Darley,Standard Class,9.12,3,0.0,3.1008,Consumer,West,California,Art                                               ,Office Supplies,4,2016-01-04,2016-01-08
2702,Carol Darley,Standard Class,3.04,1,0.0,1.0336,Corporate,Central,Wisconsin,Art                                               ,Office Supplies,5,2015-09-26,2015-10-01
2704,Charles Crestani,Second Class,5.46,3,0.0,1.5288,Consumer,West,California,Art                                               ,Office Supplies,5,2015-04-20,2015-04-25
2705,Charles Crestani,Standard Class,3.64,2,0.0,1.0192,Home Office,Central,Michigan,Art                                               ,Office Supplies,4,2014-12-01,2014-12-05
2706,Valerie Dominguez,Standard Class,10.192,7,0.2,1.0192,Corporate,Central,Illinois,Art                                               ,Office Supplies,4,2016-12-15,2016-12-19
2707,Valerie Dominguez,Second Class,16.4,5,0.0,4.264,Consumer,West,Utah,Art                                               ,Office Supplies,5,2013-08-04,2013-08-09
2708,Ellis Ballard,Standard Class,7.872,3,0.2,0.5904,Consumer,East,Pennsylvania,Art                                               ,Office Supplies,4,2015-09-06,2015-09-10
2709,Matthew Grinstein,Standard Class,23.32,2,0.0,6.0632,Corporate,West,California,Art                                               ,Office Supplies,5,2016-09-19,2016-09-24
2712,Maria Zettner,Second Class,37.312,4,0.2,2.7984,Home Office,East,Pennsylvania,Art                                               ,Office Supplies,2,2015-08-13,2015-08-15
2714,Katherine Nockton,First Class,175.44,6,0.2,52.632,Home Office,Central,Texas,Art                                               ,Office Supplies,2,2016-02-18,2016-02-20
2715,Katherine Nockton,Standard Class,11.76,4,0.0,3.1752,Corporate,West,California,Art                                               ,Office Supplies,4,2015-09-21,2015-09-25
2716,Jack Lebron,Standard Class,16.464,7,0.2,1.4406,Corporate,Central,Texas,Art                                               ,Office Supplies,4,2013-12-02,2013-12-06
2717,Jack Lebron,Standard Class,2.94,1,0.0,0.7938,Corporate,West,California,Art                                               ,Office Supplies,7,2013-11-04,2013-11-11
2718,Marc Crier,Standard Class,14.7,5,0.0,3.969,Home Office,Central,Wisconsin,Art                                               ,Office Supplies,5,2015-05-31,2015-06-05
